id;documento
75;"Da imaginação fértil que lhe trouxe o irresistível HERCULES 1983, vem sua ainda mais ridícula e mais absurda sequela: logo de cara, temos outro implante ""começo de tempo"" que até mesmo contradiz completamente esses mesmos eventos como criados no filme. primeiro filme! uma montagem condensada de destaques é logo seguida por uma seqüência de créditos de rolagem semelhante ao SUPERMAN. Narrativa-sábio, aqui nós temos quatro deuses rebeldes que roubam Zeus sete todos os importantes mas mal animados relâmpagos? um crime que, por um lado, coloca a lua em rota de colisão com o Planeta Terra! Mais rápido do que você pode dizer ""nepotismo"", Zeus mais uma vez jogou como um homem de barba de cabelos brancos pelo relativamente jovem Claudio Cassinelli envia seu campeão Â? quem agora legitimamente tomou seu lugar entre a elite graças a, presume-se, as tarefas todo-poderosas executadas no primeiro filme? para encontrar seus raios florescentes e evitar as calamidades na loja. Mais cedo tem Hercules Lou Ferrigno? como se você não soubesse que tocou a superfície terrestre que ele entra em contato com duas atraentes donzelas Milly Carlucci e Sonia Viviani, que precisavam tirá-las de aflição !; o primeiro que viria a se tornar uma personalidade de TV italiana aparentemente tem a capacidade de conversar com as pessoas pequenas! UMA? que parecem estranhamente como as pequenas irmãs de GODZILLA VS. MOTHRA 1964 !! Apenas para que eles possam enganar o máximo de material do primeiro filme que é humanamente possível, o quarteto divino de vilões ressuscitará o bom e velho Rei Minos William Berger novamente de seu sono esquelético e o colocará contra seu eterno inimigo. Normalmente, Hércules é feito para encontrar um número de inimigos potencialmente mortais, incluindo um Gorgon? Uma sequência muito mal-produzida que deveria ter levado a um processo infalível de plágio levou os cineastas por trás do muito superior esforço de assistir a este filme completo com o mesmo ""reflexo em um escudo"" vindo e precedido pelo muscleman deixando o público em suas táticas antes de executá-los como se nos mostrasse o quão inteligente ele é !! E só para deixar bem claro que ele usa suas influências na manga, Cozzi faz com que Hércules e Minos se transformem em uma versão cósmica de ""King Kong vs. Godzilla"" para uma de suas batalhas e, mais tarde ainda, King Kong enfrenta um cobra grande, um encontro tirado direto do original clássico de 1933. Eu juro: isso é toda a verdade e nada mais que a verdade! Como foi o caso com o primeiro filme, o elenco está cheio de antigos amigos como Berger, Cassinelli e Venantino Venantini como um feiticeiro com um dia de cabelo realmente ruim e starlets promissoras? não apenas Carlucci, mas também Maria Rosaria Omaggio como uma jovem Hera !, Serena Grandi, Pamela Prati e, mais uma vez, Eva Robbins, cujo traje aqui facilmente supera sua aparência no primeiro filme; Para o que vale a pena, a pontuação de Pino Donaggios é reciclada a partir de pistas musicais apresentadas em sua trilha sonora do filme anterior. Se você ficou com esta revisão até agora, você deve ter percebido que este é um daqueles filmes que é tão inacreditavelmente ruim que um revisor é forçado a escolher o caminho a seguir: ou descartar em uma sentença desfavorável ou gastar um tempo imerecido dissecando suas falhas. Tenho certeza que deixei de fora algumas de suas inépcias, mas eu não me perdoaria se eu deixasse de mencionar a única grande instância em todo o filme que quase me fez cair da cadeira, sim, até superou o titanic animado acima mencionado duelo para mim, ou seja, a decoração do covil dos deuses rebeldes que é na forma de uma chaleira de mármore gigante! Nesta fase, pode-se perguntar por que eu dei a este filme e seu antecessor uma classificação em vez de um não inteiramente BOMB injustificada; No passado, tive várias discussões on-line prolongadas sobre se a classificação de estrelas de qualquer filme em particular deveria refletir a qualidade artística geral ou seu valor de entretenimento absoluto? mas estas são duas instâncias em que julguei necessário ser conscientemente influenciado por este último na decisão final. Eu não sei: talvez seja porque estou em um estado de espírito ""espada e sandália"" no momento, com mais 10 exemplos respeitáveis ​​programados para os próximos dias! mas, afinal, para mim de maneira não característica, decidi adicionar esses dois filmes à minha coleção de DVDs, simplesmente com base na diversão que tive com eles nessa recente revisão. e só isso deve contar para alguma coisa, não?"
76;"Apesar de vir depois de três Star Wars, Krull e inúmeros outros, este filme pareceria ultrapassado nos anos 50 ... 1 SFX consiste principalmente em efeitos de videogames dos anos 70, como parafusos, etc; irritante depois de um tempo curto. Você também recebe uma criatura SFX que parece uma versão de homem pobre de um monstro Harryhausen de nível IV.2 Os conjuntos são principalmente ruínas no campo, com templos de papel machê e cidades em miniatura ou moradas que fazem os filmes de monstros japoneses dos anos 50 parecerem perfeição impecável. .3 O lote é de papel extra-fino ... Hércules deve encontrar Zeus sete raios de ouro roubados por deuses conspiradores e tiranos zumbis. 4 consiste principalmente em retardado, musculado-up Hércules verificar a variedade de expressões faciais wrestling cheap 1970 videogames effects.5 prêmio de atuação vai para Milly Carlucci terceiro Carlucci show-biz irmã com Anna & Gabriella, que diz all.6 SFX fazer outros filmes de saladeira italiana de nível II, como LUMANOIDE & STAR CRASH se parecem com obras-primas.Bem, considerando que Ferrignos principal atuação agir consistia em representar um monstro verde retardado, vestindo um espartilho de peruca e verde, devíamos ser tolerantes. Observe e esqueça."
77;JURASSIC PARK III ___ Aventura Sam Nell O prato, William Macy Feliz Texas, Fargo, TZa Leoni Family ManUm melhor título seria: FUGIR DA ILHA DE REALMENTE DINOSSAUROS MÉDIOS. Mas então ninguém precisaria ver o filme. Nesta sequência, um grupo de bandidos faz uma visita à ilha dos dinossauros para resgatar a vítima adolescente de um acidente de asa-delta. O ACCESS HOLLYWOOD relata que o JP3 começou a filmar sem um roteiro completo. Isso explica por que o filme parece ter pouco ou nenhum propósito além de demonstrar efeitos especiais de última geração. Claro, existem algumas cenas inteligentes e alguns bits moderadamente engraçados, mas nenhum enredo significativo para uni-los. Os fantoches de dinossauros e a animação em JP3 são muito bons a excelentes e mais numerosos do que nunca. Mas a experiência geral do filme não pode segurar uma vela para o original JURASSIC PARK ou mesmo JP2.JP3 é um misericordiosamente curto 90 minutos - os últimos 10 minutos dos quais é créditos. Mesmo assim, encontrei-me frequentemente verificando meu relógio de pulso. O público que eu vi com o teatro deixou em silêncio.A melhor aposta: ver o filme LEGALMENTE LOURO.Dave
78;Eu colocaria Death Wish 3 na mesma caixa que Stallones Cobra e Commando. A caixa que eu venderia por US $ 2 em uma venda de garagem com todos os vídeos dentro. A história é sobre o personagem principal voltando do sucesso dos filmes anteriores para arruinar tudo com essa carga de lixo. Por que os fabricantes querem destruir a reputação dos dois últimos filmes com esse lixo barato? A história é tão idiota que teve que ser uma sequela ultrajante. Eu mencionei Cobra antes porque ele tem o mesmo humor, que um homem pode matar 20 ou 30 membros de gangues sem um arranhão. Tanto este filme quanto Cobra estavam empenhados em mostrar o herói disparando suas armas ao nível do quadril e o inimigo caindo em grande número. Policiais passam horas no campo de tiro, então por que foram abatidos por membros de gangues disparando sem rumo de seus quadris? Este filme foi tão ruim que eu pensei por um minuto que era Death Wish 4.
79;"JP3 não tem o toque de Spielberg. É um ataque total aos sentidos com dinossauros ""na sua cara"". Assistir a este filme foi um pouco como uma montanha-russa do inferno. O roteiro é manco; ele simultaneamente pergunta e depois deixa muitas perguntas sem resposta. Além disso, nós realmente não conseguimos apreciar os humanos no filme por tudo o que valem a pena. Por exemplo, William H. Macy é um grande talento para competir com dinossauros por nossa atenção. E Laura Dern foi especialmente simpática no JP1; Neste filme, ela é apenas um pontinho na tela do radar. Toda a experiência do JP3 foi muito boa. Muito barulho, muitas surpresas, muitos personagens morrendo, muita violência previsível e gratuita. Palavra para o sábio: vote-se fora desta ilha. Eu avaliei um 3 para efeitos especiais; Eu tirei os outros 7 pontos por não ter absolutamente nenhuma originalidade."
80;"As pessoas esperavam que o ""Jurassic Park 3"" fosse cheio de surpresas? Nem um momento disso vale a pena. Muitos elementos podem facilmente assustar as pessoas para fora dos filmes ... e não são os dinossauros! Tea Leoni ... Eu acho que ela é uma ótima atriz, mas lamento dizer que desta vez ela chegou ao resultado final. Eu me pergunto se ela passou a esticar um acorde vocal durante a filmagem do filme .... Laura Dern ... ela está ok, mas por que não ser mais perceptível no filme, talvez trocar diálogos inteligentes com Sam Neil. Alessandro Nivola - ""você já ouviu falar de algo chamado expressão facial? Fellings, emoções ..."" ele tem que trabalhar mais nisso! Sam Neil, não é grande coisa. A trilha sonora ... tem que mudar esse disco, ou você se cansa disso. Meus aplausos vão para William H. Macy, um talentoso ator que eu nunca vi interpretando um papel ruim ... infelizmente ele não pode salvar o filme, nem os dinossauros bem criados por computador."
81;Este filme foi talvez o maior desperdício de duas horas da minha vida. Da abertura 10 minutos, eu estava pronto para partir. Os clichês ali lhe batiam na cara, e o enredo não era apenas previsivelmente estúpido, mas cheio de mais buracos do que o queijo suíço. Estou pensando em processar por duas horas perdidas, e US $ 6,25, juntamente com o fato de que agora estou mais idiota por assistir a esse desperdício de filme. Os T-Rexs devem estar virando em seus túmulos, por assim dizer.
82;"Quão triste é quando um filme tão maravilhoso quanto ""Jurassic Park"" penetra lentamente em território banal e medíocre ao longo de sua franquia. A mais nova sequela, Jurassic Park III, não deu importância a personagens, uma história ou praticamente um roteiro, e em vez disso, baseia-se em ação ininterrupta de dinossauro, que não é nem emocionante nem muito interessante de assistir. Os dinossauros pareciam incrivelmente falsos em comparação com a tecnologia de 1993, depois de 7 anos de avanços CGI, só lhe dá mais a sensação de que o filme foi bombeado para o verão contando apenas com o seu nome. A introdução de um pterodáctilo não faz um grande filme. Volte a ver ""Shrek""."
83;Número 1 foi muito divertido pipoca de verão grande. Era o moderno Jaws.Number 2 é melhor resumido por Jeff Goldblum no filme sobre ser a ideia mais idiota da história de idéias estúpidas ou algo assim. Número 3 é o aviso de obituário ... JP alcançou tudo o que sempre . Uma vez que eles perceberam que não tinham idéias novas, deveriam ter deixado os dinossauros dormirem. Dito isso. O filme é bom se você não se importa em saber que já o viu antes.
84;"Eu estava ansioso por esse filme desde que o Lost World saiu. Não me incomodou que Lost World não fosse tão intelectual quanto o original, e aqui, eu estava apenas esperando por um bom filme de monstros. Era tudo sobre ""Dinossauros comem pessoas"". No entanto, foi decepcionante, mesmo nesse nível.Para começar, não havia pessoas suficientes para comer, e enquanto eu vou manter em segredo quantas pessoas são comidas, não foi suficiente. Além disso, embora não houvesse escassez de variedade na comunidade de dinossauros, não havia quase dinossauros ""suficientes"". E muitos dinossauros, como o spikey-back-and-a-club-on-its-tail-osaurus, acabaram de fazer cameos e não fizeram muito, considerando o quão legal eles são.START SPOILERS Depois, havia os Pterodáctilos. As figuras que eu li colocam seu peso corporal em cerca de 15 libras, enquanto o filme as fez parecer mais perto de 300. Pior, elas não conseguiram comer ninguém, nem mesmo respingá-las nas rochas soltando-as do alto. Não havia fim para o filme, tampouco, de repente, os créditos. FIM SPOILERS Fiquei me perguntando se a edição que vi faltava 40 minutos de filme. Minha única conclusão é que eles ensinaram os Pterodáctilos a enfiar furtivamente seus longos bicos em seus bolsos e receber seus $ 7. Vai alugar a série Carnosaur; pelo menos você não ficará desapontado."
85;Resumindo, meu grupo de amigos e eu passamos cerca de 45 minutos do lado de fora do teatro compartilhando nossas gafes favoritas, inconsistências no enredo, desamarrates soltos e outros aspectos ridículos desse filme. Eu achei a história banal a ponto de inconsequente e as linhas de enredo tão subdesenvolvidas quanto os embriões de dinossauro ainda presos na lata de creme de barbear de Jurassic Park 1. A edição era pobre e nenhum dos personagens engendra qualquer tipo de simpatia ou sentimento. Em suma, este filme não teve qualquer suspense e emoção que o primeiro filme forneceu do ponto de vista da história. Mesmo os novos dinossauros eram poucos e distantes entre si, embora eu realmente gostasse dos pterodáctilos. Fizemos várias fotos da nova espécie e apenas 2 realmente estavam envolvidos na ação. Como cientista e ex-paleontologista da infância, a falta de qualquer conteúdo científico real não que tivesse que ser realista, mas logicamente formada, ou seja, como eles construíram a dinos em # 1 e malcoms caos divagações foi decepcionante também.Em suma, o filme parecia ser nada mais do que uma desculpa para trot dinos de volta à cena para ganhar algum dinheiro. Espero que os cinéfilos não caiam nessa armadilha novamente, embora eu aparentemente
86;"Um possível spoiler secundário O primeiro ""Jurassic Park"" foi um filme eficaz, mas bobo que fez o seu trabalho e foi realmente muito bom. A sequência ""The Lost World"" teve alguns momentos decentes, mas eles foram arruinados pela parte final do filme que teve um T-Rex em San Diego. Agora em ""Jurassic Park III"", que pequena história havia no primeiro e na sequela, foi jogada para fora da janela e substituída por apenas 90 minutos de ação basicamente sem parar, o que teria funcionado se o filme não tivesse sido gravado. tão mal feito. Sam Neill está de volta como Dr. Grant, que recebe uma proposta do casal William H. Macy & Tea Leoni para acompanhá-los a uma ilha para ajudá-los a encontrar seu filho, que ficou perdido por mais de dois meses. Mas é claro que esta ilha é habitada por dinossauros e, é claro, o avião está prestes a cair, deixando-os presos com um bando de dinos atrás deles. Este foi obviamente planejado como um passeio emocionante, sem nenhuma história real. , mas mesmo nesse nível o filme não é entregue. O diretor Joe Johnston ""Jumanji"" conseguiu de alguma forma pegar o pouco de magia que restou nos filmes ""Jurássicos"" e acabar com a vida. Os dinossauros parecem estar bem, embora agora sejam apenas normais e não muito assustadores. A linha inferior é não é um filme muito bom, mesmo como um passeio de emoção. de 4 estrelas."
87;Está claro que, para este filme, eles queriam que a história fosse guiada pelos personagens. Mas imediatamente a linha da história faz com que você não goste dos novos personagens principais. O sobrevôo da ilha e os dinossauros abaixo não tiveram qualquer impacto e quase pareciam um desenho animado. A entrada de todas as ações para a ilha é meramente uma repetição de partes do JP 1 e 2. O enredo é previsível ao ponto de aborrecimento e seu final totalmente insatisfatório me deixou me sentindo enganado. Isso me deu nenhuma opção a não ser premiar o filme 3/10!
88;"Este provavelmente seria um bom filme para ver ... desde que você já tenha visto todos os outros filmes existentes, e explorado completamente os umbigos de si mesmo e aqueles ao seu redor. Deus, esse filme foi inacreditavelmente insípido, com alguns dos piores ou inexistentes escritos já capturados em filmes. Não há graça salvadora para este filme; até mesmo os animatrônicos são meio que coxos, e é apenas um completo desperdício de tempo e dinheiro. Rápido. É além horrível."
89;"Fiquei desapontado com o terceiro filme da série ""Desejo de Morte"" e não recomendaria isso a menos que você esteja realmente em Bronson. Ele é o seu eu habitual neste, talvez um pouco mais leve do que nos outros; o resto do elenco é bom se você assistir a um filme da semana na TV - o filme todo tem o valor de produção de um episódio ruim da Equipe-A e eu gosto do divertimento do escapismo de um show como o A-Team, mas não na tela grande, mesmo que seja um filme de ação que não pretende ser nada sofisticado. O filme demora um pouco para continuar e, quando finalmente chega, fica fora de controle ao ponto de ridicularizar. O enredo é algo fora de um episódio de ""Highway to Heaven"" e Bronson parece um peixe fora d'água com o elenco da maioria dos idosos e o jogo de armas está tão fora de controle que você nem sequer obtém qualquer satisfação com a vingança de Bronson contra os maus rapazes. Pule esta e vá para a quarta parcela que eu recomendo."
90;Você poderia ter colocado os personagens na ilha por qualquer motivo e ter o mesmo filme. O primeiro teve uma história original, o segundo roubou um de King Kong e, no final, espero que essa trilogia tenha parecido totalmente contornada. Deixe cair algumas pessoas em uma ilha cheia de dinossauros e veja-as correrem por suas vidas. Isso era tudo o que havia para isso. Os efeitos especiais foram decentes, mas não valem 8 dólares. Se você tem um teatro com desconto em sua área local, espere e veja por um dinheirinho. Eu nem sequer me importaria em alugá-lo. Isso seria muito dinheiro para esse thriller irrefreável.
91;"Quando eu fui ver isso eu pensei, eu gostei dos dois primeiros e pensei que eles eram muito suspense, então este também deveria ser bom. ERRADO! Não houve suspense e eles não explicam sobre os novos dinossauros! Quando terminei de assistir isso, perdi todo o respeito por Steven Spielberg e Michael Crichton, mas depois descobriu-se que não era dirigido por Spielberg ou escrito por Michael Crichton! Este filme estava passando por ""os movimentos"". Eu pensei que este filme não tinha absolutamente nenhum enredo e eu pensei que ninguém deveria desperdiçar seu dinheiro para ver isso."
92;"Como é que alguém que gostou dos filmes anteriores do JP pode aguentar esta 1 hora de conversa? Há tantas coisas estúpidas sobre este filme que é incompreensível! Eu me lembro quando fui ver o JP quando criança, era meu filme e franquia favoritos, a atuação, o SFX, a música, a direção! tudo fantástico, JP2 na minha opinião foi OK praticamente o mesmo para além de alguns momentos realmente estúpidos como a ginasta chutando um raptor..por favor! mas em um todo uma experiência cinematográfica assistível e razoável.Mas o terceiro não tem nenhum ponto !! É suposto ser uma sequência que Carrys do JP2 e ainda magicamente inclui coisas novas para a franquia que teria sido impossível perder nos 2 filmes anteriores! Por exemplo: 1 O ""novo"" Mega Espinossauro - Sério, que diabos !! Essa coisa os segue em todos os lugares que eles vão, eles não podem escapar da sua presença e ainda no mundo perdido a mesma ilha você vê uma vez? você ouve isso? Alguém até Menciona isso? NÃO! É ridículo!. O personagem estrela nos 2 filmes anteriores foi, e sempre será o T-Rex, então o que faz o durrirector ""Joe Johnston""? Mate-o! assim que você vê o enorme T-Rex em toda a sua incrível glória, ele é morto e você nunca mais o vê - um novo Dino na cidade é a desculpa ... de onde ele veio !! ?? nem uma única explicação! e não me faça começar com toda a coisa de satélite-telefone-no-Dino-barriga! 2Apenas quando você começa a superar o quão estúpido é o Espinossauro, você vê os Raptores, Além de seus novos cortes de cabelo ""Punk"", eles parecem bastante confiáveis! Ufa eles vão fazer esse filme assistível né? ... ERRADO! agora eles falam um com o outro !! e a desculpa para eles falarem neste filme e não no primeiro e no segundo são ... espere por isso ... Evolução! - sim, o processo de milhões de anos em apenas alguns meses a partir do final do segundo filme, incrível! grosseiramente eles deveriam ter crescido polegares opositores e criado ferramentas até agora !! OK, eu não vou dizer mais sobre o enredo, porque está ficando no meu nariz, então eu vou fechar sobre isso: Jurassic Park é um clássico, JP3 é um péssimo golpe para qualquer um dos fãs originais da série, minha franquia favorita estava bem e verdadeiramente morto depois de assistir a este Monstrosity sem trocadilhos destinados a evitar este filme como a peste"
93;Eu gostaria de comentar sobre como as garotas são escolhidas. porque é que são sempre mais mulheres brancas escolhidas do que mulheres negras. cada episódio é sempre mais mulheres brancas que negras. como se dissesse que as mulheres brancas são mais bonitas do que as mulheres negras. Eu gostaria de ver uma vez mais mulheres negras, então brancas. e não apenas o seu show é assim em muitos shows sempre mais brancos. mas eu teria pensado desde que você como o chefe do show, você veria isso e teria mais mulheres negras em seu show. mas você é como o resto tentando agir como se você fosse tão justo e gentil. você é apenas um grande hipócrita.
94;"Tyra e o resto do mundo da modelagem precisam saber que mulheres de verdade como eu e minha filha não se importam em ver toda a ridícula modelagem para vender alguma coisa. Locais estranhos, muita maquiagem e muita pele não é necessária. Sexo nem sempre vende quando você está vendendo para mulheres. O mesmo vale para a caminhada na passarela que parece não natural. As pessoas vêm em todas as formas e tamanhos e eles precisam ter isso no show. Minha filha tem um 36 ""costura, é alto e delgado e um tamanho 5, eu sou mais média em um tamanho 12. Gostaríamos de ver ambos, eu não consigo imaginar como algo ficaria em mim quando um tamanho 2 está usando , não vai caber da mesma maneira em mim, eu não compro mais revistas porque elas são unilaterais sobre este assunto, nós realmente amamos o show para considerar mulheres de todos os tamanhos."
95;"Ao assistir isso por algumas temporadas, duas coisas vêm à mente: uma - imaginando que tipo de garota quer ser uma ""modelo"" e duas - corra até a sorveteria mais próxima e tenha um sundae com pouca gordura. ser fã porque gostei da ideia deste concurso de reality show. Nenhum outro modelo ""famoso"" pensou nisso, e é muito admirável para Tyra Banks fazê-lo. Mas à medida que a série continua, chego à conclusão de que é um monte de gente tentando fazer uma montanha sair de um montinho de terra. As mulheres não devem assistir a isso, os adolescentes devem ficar de olho nisso, a menos que estejam fazendo relatórios sobre o assunto. Muitas mulheres experimentam vagas para competir pelo ""Americas Next Top Model"". Eles moram juntos, brigam juntos, choram juntos, passam por modelos de modelagem sem sentido com modelagem sem sentido e fashionatas e são eliminados e quase todos eles afirmam: ""Você me verá de novo"". Heck, estou tentando ver o que aconteceu com os que ganharam, na verdade. Esse é o sonho de algumas garotas e bom para elas. Ao assistir isso, espero que as outras garotas vejam isso e corram como o Hades de outra maneira - como na faculdade. Acabei de assistir mais essa temporada recente por causa da ""manobra"" de modelos completos que se juntaram ao grupo. Isso até me fez pensar mais sobre isso como um monte de gente. Os ""modelos completos"" não eram mais do que mulheres de tamanho médio competindo com o que eu acho que é o grupo mais fino de modelos que eles escolheram - então é claro que isso os deixaria ainda mais gordos - um ""truque"" fashionatas usa o tempo todo. Bad, bad, Tyra e crew.But para ser justo, ""Americas Next Top Model"" não é sobre modelos ""completos"", é sobre projetar uma imagem imaginada uma beleza que pode ser comercializada em massa e vendida como o máximo em beleza - e Este show é apenas procurando o próximo pedaço fresco de carne para adicionar à mistura. Daí o nome do show. Daí a pena muito dos juízes, fotógrafos, associações. Por isso, Tyra e seu consistente ""este era eu"" conecta cada ângulo de câmera que você pode obter. Mas, novamente, essa é a única coisa que eu gosto sobre este show - a ex-modelo dando a outros que não teriam a chance - a chance de entrar nas portas. Mas depois disso ... tudo o mais é status quo para aquela indústria, e é por isso que não há surpresas nem interesse semanal no programa."
96;Tyra Banks precisa ensinar a essas meninas que não é tudo sobre ser bonito por fora. O interior conta para algo também. Muitos dos vencedores anteriores pareciam semi-decentes, mas são terrivelmente cruéis e criam problemas para as outras garotas. Eu vejo Tyra menos envolvida com as garotas em todas as temporadas. Sobre a única coisa que vale a pena assistir Top Model é o Sr. Jay Manuel. Recentemente, Tyra teve um concorrente que era um transexual pré-operatório. Eu senti que ela deveria ter feito mais para encorajá-la. Era óbvio que ela tinha inseguranças sobre sua anatomia original, mostrando através de sua aparência feminina. Tyra deveria ter dado suas dicas ou talvez ela poderia ter enviado a residente Trannie Ms. Jay para ajudar a garota a sair. Em vez disso, o concorrente foi recebido com críticas duras e sem críticas positivas o suficiente. É uma pena porque eu realmente gostei das 3 primeiras temporadas. Há uma razão pela qual o Project Runway tem todas as 4 temporadas em DVD e o Top Model tem apenas 1 temporada em DVD. Seu gosto chamado. Top Model seriamente precisa de muita renovação e um pouco mais de humanidade.
97;"Este é de longe o show mais insípido, idiota e insanamente estúpido que já esteve no ar, e isso vem de alguém que se lembra de ""San Pedro Beach Bums"". Minha esposa adora assistir a reality shows - e houve um episódio de este drivel onde os wannabes tiveram que desenvolver um ""passeio"". O resultado final foi direto do esboço ""Ministry of Silly Walks"" de Monty Pythons. Eu não poderia rir o suficiente. E então há a sra. Banks onipresente como em rir todo o caminho para o ... Ela tem que ser a mulher mais irritante auto-importante na TV desde Rosie ODonnell deixou ""The View"". Como se a modelagem estivesse fazendo grandes coisas para a humanidade. Por favor. Eu nunca a achei atraente, e eu não a acho inteligente agora que ela tem a temeridade de abrir a boca. Alguém precisa dizer a esses cabides humanos para comer uma dieta saudável e realmente se parecer com mulheres reais."
98;Foi horrível, simples e simples. Qual foi a mensagem deles? Para onde foi o filme com isso? Tem todos os ingredientes de um filme de nível sub-B. Do enredo sem trama, a má atuação à cinematografia lenta e com queijo. Mais cedo, assisto a um filme que já vi como Goodfellas, A Bronx Tale, e até mesmo Grease. Não há personagens simpáticos. No final, você só quer que todos morram já. Economize 2 horas da sua vida e pule esta.
99;Uau! Eu acho que eles fizeram esse filme para torturar pessoas. Não há palavras para o quanto eu odiava esse filme. Eu poderia ter limpado meu quarto em vez disso. Eu amo o mau melodrama, tanto quanto a próxima pessoa, mas .... vamos lá!
100;Este filme poderia muito bem ter sido um filme de propaganda para o partido falangista da América do Norte - ou algum grupo semelhante ... O homem forte Kersey se coloca acima da lei, mas não fora da lei e liberta os cidadãos honestos matando o lixo inútil. A única coisa que me fez pensar que não foi feito pelo KKK foi o fato de que um judeu estrelou como um bom sujeito ... Tente assistir novamente enquanto pensa nele como um filme de propaganda para um grupo de extrema-direita - e você verá o que Quero dizer ... É uma tragédia que Jimmy Page realmente fez música para este filme ...:
